,LoanNumber,DateApproved,SBAOfficeCode,ProcessingMethod,BorrowerName,BorrowerAddress,BorrowerCity,BorrowerState,BorrowerZip,LoanStatusDate,LoanStatus,Term,SBAGuarantyPercentage,InitialApprovalAmount,CurrentApprovalAmount,UndisbursedAmount,FranchiseName,ServicingLenderLocationID,ServicingLenderName,ServicingLenderAddress,ServicingLenderCity,ServicingLenderState,ServicingLenderZip,RuralUrbanIndicator,HubzoneIndicator,LMIIndicator,BusinessAgeDescription,ProjectCity,ProjectCountyName,ProjectState,ProjectZip,CD,JobsReported,NAICSCode,Race,Ethnicity,UTILITIES_PROCEED,PAYROLL_PROCEED,MORTGAGE_INTEREST_PROCEED,RENT_PROCEED,REFINANCE_EIDL_PROCEED,HEALTH_CARE_PROCEED,DEBT_INTEREST_PROCEED,BusinessType,OriginatingLenderLocationID,OriginatingLender,OriginatingLenderCity,OriginatingLenderState,Gender,Veteran,NonProfit,ForgivenessAmount,ForgivenessDate,zip_code_5,Minority,YearApproved,NAICS_6,LongName,IndustrySubsector,NAICS_4,BorrowerName - Clean
410,3105528407,02/04/2021,912.0,PPS,CAPELLA SYSTEMS LLC,2109 Otoole Ave Ste P,San Jose,CA,95131-1338,0,Exemption 4,60,100,137605.0,137605.0,0.0,,12055.0,"Beacon Business Bank, National Association","88 Kearny St, Ste 1750",SAN FRANCISCO,CA,94108-5520,U,N,N,Existing or more than 2 years old,San Jose,SANTA CLARA,CA,95131-1338,CA-17,8,541519.0,Asian,Not Hispanic or Latino,1.0,137603.0,0.0,0.0,0.0,0.0,0.0,Limited  Liability Company(LLC),12055.0,"Beacon Business Bank, National Association",SAN FRANCISCO,CA,Male Owned,Non-Veteran,,0.0,,95131.0,Yes,2021,541519.0,Other Computer Related Services,Computer Systems Design and Related Services,5415.0,CAPELLA SYSTEMS
425,4277108400,02/06/2021,912.0,PPS,OBEY NATURE LLC,34 Harriet St,San Francisco,CA,94103-4006,0,Exemption 4,60,100,137197.0,137197.0,0.0,,4924.0,City National Bank,555 S Flower St,LOS ANGELES,CA,90071-2300,U,Y,Y,Existing or more than 2 years old,San Francisco,SAN FRANCISCO,CA,94103-4006,CA-12,9,423940.0,Asian,Not Hispanic or Latino,1.0,137195.0,0.0,0.0,0.0,0.0,0.0,Limited  Liability Company(LLC),4924.0,City National Bank,LOS ANGELES,CA,Male Owned,Non-Veteran,,0.0,,94103.0,Yes,2021,423940.0,"Jewelry, Watch, Precious Stone, and Precious Metal Merchant Wholesalers ",Miscellaneous Durable Goods Merchant Wholesalers ,4239.0,OBEY NATURE
485,6006438304,01/26/2021,912.0,PPS,GOLDEN ISLAND CAFE INC,1300 Noriega St,San Francisco,CA,94122-4410,0,Exemption 4,60,100,135439.0,135439.0,0.0,,9551.0,"Bank of America, National Association","100 N Tryon St, Ste 170",CHARLOTTE,NC,28202-4024,U,N,N,Existing or more than 2 years old,San Francisco,SAN FRANCISCO,CA,94122-4410,CA-12,15,722515.0,Asian,Not Hispanic or Latino,1.0,135433.0,0.0,0.0,0.0,0.0,0.0,Corporation,9551.0,"Bank of America, National Association",CHARLOTTE,NC,Male Owned,Non-Veteran,,0.0,,94122.0,Yes,2021,722515.0,Snack and Nonalcoholic Beverage Bars ,Restaurants and Other Eating Places,7225.0,GOLDEN ISLAND CAFE
498,9865157701,05/01/2020,912.0,PPP,KOTOBUKI TRADING CO.,222 HARRIS CT,SOUTH SAN FRANCISCO,CA,94080,0,Exemption 4,24,100,135075.0,135075.0,0.0,,11822.0,"MUFG Union Bank, National Association","400 California St., Mailcode 4-455-212",SAN FRANCISCO,CA,94104,U,N,N,Existing or more than 2 years old,SOUTH SAN FRANCISCO,SAN MATEO,CA,94080-0001,CA-14,10,423440.0,Asian,Not Hispanic or Latino,0.0,135075.0,0.0,0.0,0.0,0.0,0.0,Corporation,11822.0,"MUFG Union Bank, National Association",SAN FRANCISCO,CA,Male Owned,Non-Veteran,,0.0,,94080.0,Yes,2020,423440.0,Other Commercial Equipment Merchant Wholesalers ,Professional and Commercial Equipment and Supplies Merchant Wholesalers ,4234.0,KOTOBUKI TRADING
499,9936008304,01/31/2021,912.0,PPS,KOTOBUKI TRADING CO,222 Harris Ct,South San Francisco,CA,94080-6004,0,Exemption 4,60,100,135075.0,135075.0,0.0,,11822.0,"MUFG Union Bank, National Association","400 California St., Mailcode 4-455-212",SAN FRANCISCO,CA,94104,U,N,N,Existing or more than 2 years old,South San Francisco,SAN MATEO,CA,94080-6004,CA-14,8,423990.0,Asian,Not Hispanic or Latino,1.0,135073.0,0.0,0.0,0.0,0.0,0.0,Corporation,11822.0,"MUFG Union Bank, National Association",SAN FRANCISCO,CA,Male Owned,Non-Veteran,,0.0,,94080.0,Yes,2021,423990.0,Other Miscellaneous Durable Goods Merchant Wholesalers ,Miscellaneous Durable Goods Merchant Wholesalers ,4239.0,KOTOBUKI TRADING
515,4646747306,04/30/2020,912.0,PPP,OBEY NATURE LLC,34 Harriet Street,SAN FRANCISCO,CA,94103-4006,04/23/2021,Paid in Full,24,100,134695.0,134695.0,0.0,,4924.0,City National Bank,555 S Flower St,LOS ANGELES,CA,90071-2300,U,Y,Y,Existing or more than 2 years old,SAN FRANCISCO,SAN FRANCISCO,CA,94103-4006,CA-12,5,423940.0,Asian,Not Hispanic or Latino,7302.0,107758.0,0.0,19635.0,0.0,0.0,0.0,Limited  Liability Company(LLC),4924.0,City National Bank,LOS ANGELES,CA,Male Owned,Non-Veteran,,135942.31,04/12/2021,94103.0,Yes,2020,423940.0,"Jewelry, Watch, Precious Stone, and Precious Metal Merchant Wholesalers ",Miscellaneous Durable Goods Merchant Wholesalers ,4239.0,OBEY NATURE
533,7942988302,01/28/2021,912.0,PPS,AUTOMOTIVE COLLISION REPAIR LLC,365 26th St,Oakland,CA,94612-2410,0,Exemption 4,60,100,133936.92,133936.92,0.0,,352972.0,Continental Bank,"15 W South Temple St, Ste 300",SALT LAKE CITY,UT,84101,U,Y,Y,Existing or more than 2 years old,Oakland,ALAMEDA,CA,94612-2410,CA-13,8,811121.0,Unanswered,Hispanic or Latino,1.0,133931.92,0.0,0.0,0.0,0.0,0.0,Limited  Liability Company(LLC),352972.0,Continental Bank,SALT LAKE CITY,UT,Unanswered,Unanswered,,0.0,,94612.0,Yes,2021,811121.0,"Automotive Body, Paint, and Interior Repair and Maintenance ",Automotive Repair and Maintenance,8111.0,AUTOMOTIVE COLLISION REPAIR
539,6408728507,03/03/2021,912.0,PPS,MIYABI FUSION JAPANESE CUISINE INC,115 Cyril Magnin St,San Francisco,CA,94102-2129,0,Exemption 4,60,100,133731.0,133731.0,0.0,,48270.0,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240-2031,U,Y,N,Existing or more than 2 years old,San Francisco,SAN FRANCISCO,CA,94102-2129,CA-12,8,722511.0,Asian,Not Hispanic or Latino,1.0,133725.0,0.0,0.0,0.0,0.0,0.0,Corporation,48270.0,"JPMorgan Chase Bank, National Association",COLUMBUS,OH,Female Owned,Non-Veteran,,0.0,,94102.0,Yes,2021,722511.0,Full-Service Restaurants ,Restaurants and Other Eating Places,7225.0,MIYABI FUSION JAPANESE CUISINE
555,7729547108,04/14/2020,912.0,PPP,ANAARSON CORP,2850 Quimby Road 130,SAN JOSE,CA,95148,03/19/2021,Paid in Full,24,100,133200.0,133200.0,0.0,,49274.0,"Citibank, N.A.",701 East 60th St North,SIOUX FALLS,SD,57104-0432,U,N,Y,Existing or more than 2 years old,SAN JOSE,SANTA CLARA,CA,95148-1000,CA-19,25,722511.0,Asian,Not Hispanic or Latino,0.0,133200.0,0.0,0.0,0.0,0.0,0.0,Corporation,49274.0,"Citibank, N.A.",SIOUX FALLS,SD,Male Owned,Non-Veteran,,134236.0,01/28/2021,95148.0,Yes,2020,722511.0,Full-Service Restaurants ,Restaurants and Other Eating Places,7225.0,ANAARSON
561,5240867105,04/13/2020,912.0,PPP,"CAPELLA SYSTEMS, LLC",2109 OTOOLE AVE Suite O & P,SAN JOSE,CA,95131-1303,0,Exemption 4,24,100,133100.0,133100.0,0.0,,12055.0,"Beacon Business Bank, National Association","88 Kearny St, Ste 1750",SAN FRANCISCO,CA,94108-5520,U,N,N,Existing or more than 2 years old,SAN JOSE,SANTA CLARA,CA,95131-1303,CA-17,9,541512.0,Asian,Not Hispanic or Latino,0.0,133100.0,0.0,0.0,0.0,0.0,0.0,Limited  Liability Company(LLC),12055.0,"Beacon Business Bank, National Association",SAN FRANCISCO,CA,Male Owned,Non-Veteran,,134277.84,03/11/2021,95131.0,Yes,2020,541512.0,Computer Systems Design Services ,Computer Systems Design and Related Services,5415.0,CAPELLA SYSTEMS
570,2210118508,02/20/2021,912.0,PPS,HYUNJIN LLC,4288 Dublin Blvd Ste 109,Dublin,CA,94568-3174,0,Exemption 4,60,100,132856.0,132856.0,0.0,,529472.0,"Capital Plus Financial, LLC",2247 Central Drive,Bedford,TX,76021,U,N,N,Existing or more than 2 years old,Dublin,ALAMEDA,CA,94568-3174,CA-15,8,722511.0,Asian,Not Hispanic or Latino,1.0,132854.0,0.0,0.0,0.0,0.0,0.0,Limited  Liability Company(LLC),5597.0,Hanmi Bank,LOS ANGELES,CA,Male Owned,Non-Veteran,,0.0,,94568.0,Yes,2021,722511.0,Full-Service Restaurants ,Restaurants and Other Eating Places,7225.0,HYUNJIN
582,1375678603,03/13/2021,912.0,PPS,YOSHINO SUSHI,296 Hegenberger Rd,Oakland,CA,94621-1436,0,Exemption 4,60,100,132500.0,132500.0,0.0,,110359.0,Bank of Hope,3200 Wilshire Blvd 1st Fl,LOS ANGELES,CA,90010,U,Y,Y,Existing or more than 2 years old,Oakland,ALAMEDA,CA,94621-1436,CA-13,14,722511.0,Asian,Not Hispanic or Latino,1.0,132498.0,0.0,0.0,0.0,0.0,0.0,Corporation,110359.0,Bank of Hope,LOS ANGELES,CA,Female Owned,Non-Veteran,,0.0,,94621.0,Yes,2021,722511.0,Full-Service Restaurants ,Restaurants and Other Eating Places,7225.0,YOSHINO SUSHI
603,7415157302,04/30/2020,912.0,PPP,MARZANO,4214 Park Blvd,Oakland,CA,94602-1312,04/23/2021,Paid in Full,24,100,132200.0,132200.0,0.0,,474333.0,First Republic Bank,111 Pine St,SAN FRANCISCO,CA,94111-5602,U,N,N,Existing or more than 2 years old,Oakland,ALAMEDA,CA,94602-1312,CA-13,19,722511.0,Black or African American,Unknown/NotStated,0.0,132200.0,0.0,0.0,0.0,0.0,0.0,Limited  Liability Company(LLC),474333.0,First Republic Bank,SAN FRANCISCO,CA,Male Owned,Non-Veteran,,133286.58,03/05/2021,94602.0,Yes,2020,722511.0,Full-Service Restaurants ,Restaurants and Other Eating Places,7225.0,MARZANO
622,7253217303,04/30/2020,912.0,PPP,SAKURA BISTRO LLC,388 9th St,Oakland,CA,94607-3417,04/08/2021,Paid in Full,24,100,131800.0,131800.0,0.0,,89895.0,"Gateway Bank, FSB",360 8th St,OAKLAND,CA,94607-4241,U,Y,Y,New Business or 2 years or less,Oakland,ALAMEDA,CA,94607-3417,CA-13,24,722511.0,Asian,Not Hispanic or Latino,0.0,131800.0,0.0,0.0,0.0,0.0,0.0,Limited  Liability Company(LLC),89895.0,"Gateway Bank, FSB",OAKLAND,CA,Female Owned,Non-Veteran,,132825.11,02/16/2021,94607.0,Yes,2020,722511.0,Full-Service Restaurants ,Restaurants and Other Eating Places,7225.0,SAKURA BISTRO
632,6910277306,04/30/2020,912.0,PPP,"GOOYI GOOYI, INC.",2331 EL CAMINO REAL,SANTA CLARA,CA,95050-4060,04/16/2021,Paid in Full,24,100,131482.0,131482.0,0.0,,9551.0,"Bank of America, National Association","100 N Tryon St, Ste 170",CHARLOTTE,NC,28202-4024,U,N,Y,Existing or more than 2 years old,SANTA CLARA,SANTA CLARA,CA,95050-4060,CA-17,12,722511.0,Asian,Not Hispanic or Latino,0.0,131482.0,0.0,0.0,0.0,0.0,0.0,Corporation,9551.0,"Bank of America, National Association",CHARLOTTE,NC,Female Owned,Non-Veteran,,132562.67,02/25/2021,95050.0,Yes,2020,722511.0,Full-Service Restaurants ,Restaurants and Other Eating Places,7225.0,GOOYI GOOYI
640,5254948603,03/20/2021,912.0,PPS,GREINER SERVICE STATIONS INC.,300 S Airport Blvd,South San Francisco,CA,94080-6704,0,Exemption 4,60,100,131229.0,131229.0,0.0,Boyett Petroleum  -(Valero)  Branded Sales Agreement,378915.0,United Business Bank,"500 Ygnacio Valley Rd, Ste 200",WALNUT CREEK,CA,94596-3845,U,N,Y,Existing or more than 2 years old,South San Francisco,SAN MATEO,CA,94080-6704,CA-14,6,447110.0,Asian,Not Hispanic or Latino,0.0,131229.0,0.0,0.0,0.0,0.0,0.0,Corporation,378915.0,United Business Bank,WALNUT CREEK,CA,Male Owned,Non-Veteran,,0.0,,94080.0,Yes,2021,447110.0,Gasoline Stations with Convenience Stores ,Gasoline Stations ,4471.0,GREINER SERVICE STATIONS
650,5017648407,02/07/2021,912.0,PPS,THANH BBQ & NOODLE INC,905 S Bascom Ave,San Jose,CA,95128-3502,0,Exemption 4,60,100,130921.0,130921.0,0.0,,119918.0,East West Bank,"135 N Los Robles Ave, 7th Fl",PASADENA,CA,91101-4525,U,N,N,Existing or more than 2 years old,San Jose,SANTA CLARA,CA,95128-3502,CA-18,10,722513.0,Asian,Not Hispanic or Latino,1.0,130919.0,0.0,0.0,0.0,0.0,0.0,Corporation,119918.0,East West Bank,PASADENA,CA,Male Owned,Non-Veteran,,0.0,,95128.0,Yes,2021,722513.0,Limited-Service Restaurants ,Restaurants and Other Eating Places,7225.0,THANH BBQ & NOODLE
663,7940167706,05/01/2020,912.0,PPP,"MJKANG, INC.",357 GRAND AVE,OAKLAND,CA,94610,0,Exemption 4,24,100,130500.0,130500.0,0.0,,72601.0,"Zions Bank, A Division of",1 S Main St,SALT LAKE CITY,UT,84133-1109,U,N,N,Existing or more than 2 years old,OAKLAND,ALAMEDA,CA,94610-0001,CA-13,20,,Asian,Not Hispanic or Latino,0.0,130500.0,0.0,0.0,0.0,0.0,0.0,Corporation,72601.0,"Zions Bank, A Division of",SALT LAKE CITY,UT,Male Owned,Non-Veteran,,0.0,,94610.0,Yes,2020,,,,,MJKANG
674,1037297706,05/01/2020,912.0,PPP,THE SILARGORN CORP.,3189 16TH ST,SAN FRANCISCO,CA,94103,0,Exemption 4,24,100,130247.0,130247.0,0.0,,48270.0,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240-2031,U,N,Y,Existing or more than 2 years old,SAN FRANCISCO,SAN FRANCISCO,CA,94103-0002,CA-12,360,561990.0,Asian,Not Hispanic or Latino,10000.0,104198.0,5889.0,10160.0,0.0,0.0,0.0,Corporation,48270.0,"JPMorgan Chase Bank, National Association",COLUMBUS,OH,Male Owned,Non-Veteran,,0.0,,94103.0,Yes,2020,561990.0,All Other Support Services,Other Support Services,5619.0,THE SILARGORN
675,3031627707,05/01/2020,912.0,PPP,DANCING YAK LLC,280 VALENCIA ST,SAN FRANCISCO,CA,94103,0,Exemption 4,24,100,130212.0,130212.0,0.0,,48270.0,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240-2031,U,N,Y,New Business or 2 years or less,SAN FRANCISCO,SAN FRANCISCO,CA,94103-0002,CA-12,19,813920.0,Asian,Unknown/NotStated,7553.0,97659.0,0.0,25000.0,0.0,0.0,0.0,Corporation,48270.0,"JPMorgan Chase Bank, National Association",COLUMBUS,OH,Female Owned,Non-Veteran,,0.0,,94103.0,Yes,2020,813920.0,Professional Organizations ,"Business, Professional, Labor, Political, and Similar Organizations ",8139.0,DANCING YAK
695,8801858408,02/14/2021,912.0,PPS,KWM INVESTMENT INC,3801 Telegraph Ave,Oakland,CA,94609-2419,0,Exemption 4,60,100,129800.0,129800.0,0.0,,110359.0,Bank of Hope,3200 Wilshire Blvd 1st Fl,LOS ANGELES,CA,90010,U,Y,Y,Existing or more than 2 years old,Oakland,ALAMEDA,CA,94609-2419,CA-13,11,722511.0,Asian,Not Hispanic or Latino,1.0,129795.0,0.0,0.0,0.0,0.0,0.0,Corporation,110359.0,Bank of Hope,LOS ANGELES,CA,Female Owned,Non-Veteran,,0.0,,94609.0,Yes,2021,722511.0,Full-Service Restaurants ,Restaurants and Other Eating Places,7225.0,KWM INVESTMENT
712,1253978307,01/16/2021,912.0,PPS,860 RESTAURANT LLC,860 Folsom St,San Francisco,CA,94107-1137,0,Exemption 4,60,100,129458.0,129458.0,0.0,,119918.0,East West Bank,"135 N Los Robles Ave, 7th Fl",PASADENA,CA,91101-4525,U,Y,N,Existing or more than 2 years old,San Francisco,SAN FRANCISCO,CA,94107-1137,CA-12,23,722511.0,Black or African American,Not Hispanic or Latino,1.0,129453.0,0.0,0.0,0.0,0.0,0.0,Limited  Liability Company(LLC),119918.0,East West Bank,PASADENA,CA,Male Owned,Non-Veteran,,0.0,,94107.0,Yes,2021,722511.0,Full-Service Restaurants ,Restaurants and Other Eating Places,7225.0,860 RESTAURANT
716,2118278300,01/20/2021,912.0,PPS,SUPERIOR AUTO BODY INC.,640 N 1st St,Dixon,CA,95620-2813,0,Exemption 4,60,100,129420.0,129420.0,0.0,,5196.0,First Northern Bank of Dixon,195 N First St,DIXON,CA,95620-3025,U,N,N,Existing or more than 2 years old,Dixon,SOLANO,CA,95620-2813,CA-03,11,811121.0,Unanswered,Hispanic or Latino,1.0,129416.0,0.0,0.0,0.0,0.0,0.0,Corporation,5196.0,First Northern Bank of Dixon,DIXON,CA,Male Owned,Non-Veteran,,0.0,,95620.0,Yes,2021,811121.0,"Automotive Body, Paint, and Interior Repair and Maintenance ",Automotive Repair and Maintenance,8111.0,SUPERIOR AUTO BODY
717,3549947104,04/11/2020,912.0,PPP,"SUPERIOR AUTO BODY, INC.",640 NORTH 1ST ST,DIXON,CA,95620-2813,04/09/2021,Paid in Full,24,100,129420.0,129420.0,0.0,,5196.0,First Northern Bank of Dixon,195 N First St,DIXON,CA,95620-3025,U,N,N,Existing or more than 2 years old,DIXON,SOLANO,CA,95620-2813,CA-03,13,811121.0,Unanswered,Hispanic or Latino,0.0,129420.0,0.0,0.0,0.0,0.0,0.0,Corporation,5196.0,First Northern Bank of Dixon,DIXON,CA,Male Owned,Non-Veteran,,130577.59,03/09/2021,95620.0,Yes,2020,811121.0,"Automotive Body, Paint, and Interior Repair and Maintenance ",Automotive Repair and Maintenance,8111.0,SUPERIOR AUTO BODY
718,8940308309,01/30/2021,912.0,PPS,SUSHI BOAT TOWN INC.,7130 Santa Teresa Blvd,San Jose,CA,95139-1300,0,Exemption 4,60,100,129290.0,129290.0,0.0,,9551.0,"Bank of America, National Association","100 N Tryon St, Ste 170",CHARLOTTE,NC,28202-4024,U,N,N,Existing or more than 2 years old,San Jose,SANTA CLARA,CA,95139-1300,CA-19,11,722511.0,Asian,Not Hispanic or Latino,1.0,129288.0,0.0,0.0,0.0,0.0,0.0,Corporation,9551.0,"Bank of America, National Association",CHARLOTTE,NC,Male Owned,Non-Veteran,,0.0,,95139.0,Yes,2021,722511.0,Full-Service Restaurants ,Restaurants and Other Eating Places,7225.0,SUSHI BOAT TOWN
742,6994017207,04/28/2020,912.0,PPP,LITTLE SKILLET LLC,"360 Ritch St, Suite 200",DALY CITY,CA,94107-1747,03/10/2021,Paid in Full,24,100,128400.0,128400.0,0.0,,5280.0,Fremont Bank,39150 Fremont Blvd,FREMONT,CA,94538-1316,U,N,N,Unanswered,DALY CITY,SAN MATEO,CA,94107-1747,CA-12,21,722511.0,Asian,Unknown/NotStated,0.0,128400.0,0.0,0.0,0.0,0.0,0.0,Limited  Liability Company(LLC),5280.0,Fremont Bank,FREMONT,CA,Female Owned,Non-Veteran,,129406.09,02/17/2021,94107.0,Yes,2020,722511.0,Full-Service Restaurants ,Restaurants and Other Eating Places,7225.0,LITTLE SKILLET
771,3354038305,01/22/2021,912.0,PPS,RED PLANET COFFEE LLC,1225 7th St Ste C,Oakland,CA,94607-2174,0,Exemption 4,60,100,127469.4,127469.4,0.0,,120838.0,Community Bank of the Bay,"180 Grand Ave, Ste 120",OAKLAND,CA,94612-3766,U,Y,Y,Existing or more than 2 years old,Oakland,ALAMEDA,CA,94607-2174,CA-13,19,722511.0,Asian,Not Hispanic or Latino,1.0,127463.4,0.0,0.0,0.0,0.0,0.0,Limited  Liability Company(LLC),120838.0,Community Bank of the Bay,OAKLAND,CA,Female Owned,Non-Veteran,,0.0,,94607.0,Yes,2021,722511.0,Full-Service Restaurants ,Restaurants and Other Eating Places,7225.0,RED PLANET COFFEE
778,1869837705,05/01/2020,912.0,PPP,NEW YORK PIZZA INC,325 Hamilton Ave,Palo Alto,CA,94301,04/23/2021,Paid in Full,24,100,127272.0,127272.0,0.0,,48270.0,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240-2031,U,N,N,Existing or more than 2 years old,Palo Alto,SANTA CLARA,CA,94301-1000,CA-18,19,722513.0,Asian,Not Hispanic or Latino,13818.0,95454.0,0.0,18000.0,0.0,0.0,0.0,Corporation,48270.0,"JPMorgan Chase Bank, National Association",COLUMBUS,OH,Male Owned,Non-Veteran,,128363.36,03/15/2021,94301.0,Yes,2020,722513.0,Limited-Service Restaurants ,Restaurants and Other Eating Places,7225.0,NEW YORK PIZZA
786,2925068401,02/04/2021,912.0,PPS,SOI 4 BANGKOK EATERY INC.,5421 College Ave,Oakland,CA,94618-1502,0,Exemption 4,60,100,127137.0,127137.0,0.0,,188162.0,Mortgage Capital Development Corporation,1720 Broadway 3rd Floor,Oakland,CA,94612,U,N,N,Existing or more than 2 years old,Oakland,ALAMEDA,CA,94618-1502,CA-13,14,722511.0,Asian,Not Hispanic or Latino,1.0,127133.0,0.0,0.0,0.0,0.0,0.0,Subchapter S Corporation,188162.0,Mortgage Capital Development Corporation,Oakland,CA,Female Owned,Non-Veteran,,0.0,,94618.0,Yes,2021,722511.0,Full-Service Restaurants ,Restaurants and Other Eating Places,7225.0,SOI 4 BANGKOK EATERY
790,6903327201,04/28/2020,912.0,PPP,JALISCO RESTAURANT,618 MAIN ST,WATSONVILLE,CA,95076,0,Exemption 4,24,100,127070.0,127070.0,0.0,,6042.0,Mechanics Bank,1111 Civic Dr,WALNUT CREEK,CA,94596-3895,U,Y,Y,New Business or 2 years or less,WATSONVILLE,SANTA CRUZ,CA,95076-0100,CA-20,25,722511.0,Unanswered,Hispanic or Latino,0.0,127070.0,0.0,0.0,0.0,0.0,0.0,Sole Proprietorship,6042.0,Mechanics Bank,WALNUT CREEK,CA,Female Owned,Veteran,,0.0,,95076.0,Yes,2020,722511.0,Full-Service Restaurants ,Restaurants and Other Eating Places,7225.0,JALISCO RESTAURANT
812,8026938406,02/12/2021,912.0,PPS,KRUA THAI KITCHEN LLC,3214 16th St,San Francisco,CA,94103-3322,0,Exemption 4,60,100,126406.0,126406.0,0.0,,12096.0,"Wells Fargo Bank, National Association",101 N Philips Ave,SIOUX FALLS,SD,57104-6738,U,N,Y,Existing or more than 2 years old,San Francisco,SAN FRANCISCO,CA,94103-3322,CA-12,15,722511.0,Asian,Not Hispanic or Latino,1.0,126404.0,0.0,0.0,0.0,0.0,0.0,Limited  Liability Company(LLC),12096.0,"Wells Fargo Bank, National Association",SIOUX FALLS,SD,Male Owned,Non-Veteran,,0.0,,94103.0,Yes,2021,722511.0,Full-Service Restaurants ,Restaurants and Other Eating Places,7225.0,KRUA THAI KITCHEN
825,3232048408,02/04/2021,912.0,PPS,MASTER CAR CARE INC.,740 Ofarrell St,San Francisco,CA,94109-7115,0,Exemption 4,60,100,125855.0,125855.0,0.0,,5729.0,CTBC Bank Corp. (USA).,"801 S Figueroa St, Ste 2300",LOS ANGELES,CA,90017-5657,U,Y,Y,Existing or more than 2 years old,San Francisco,SAN FRANCISCO,CA,94109-7115,CA-12,11,811111.0,Asian,Not Hispanic or Latino,1.0,125852.0,0.0,0.0,0.0,0.0,0.0,Corporation,5729.0,CTBC Bank Corp. (USA).,LOS ANGELES,CA,Male Owned,Non-Veteran,,0.0,,94109.0,Yes,2021,811111.0,General Automotive Repair ,Automotive Repair and Maintenance,8111.0,MASTER CAR CARE
829,2550147310,04/29/2020,912.0,PPP,"MASTER CAR CARE, INC",740 O'FARRELL STREET,SAN FRANCISCO,CA,94109,05/19/2021,Paid in Full,60,100,125800.0,125800.0,0.0,,72601.0,"Zions Bank, A Division of",1 S Main St,SALT LAKE CITY,UT,84133-1109,U,Y,Y,Existing or more than 2 years old,SAN FRANCISCO,SAN FRANCISCO,CA,94109-0001,CA-12,14,811111.0,Asian,Not Hispanic or Latino,0.0,125800.0,0.0,0.0,0.0,0.0,0.0,Corporation,72601.0,"Zions Bank, A Division of",SALT LAKE CITY,UT,Female Owned,Non-Veteran,,127044.21,04/27/2021,94109.0,Yes,2020,811111.0,General Automotive Repair ,Automotive Repair and Maintenance,8111.0,MASTER CAR CARE
833,9299938406,02/16/2021,912.0,PPS,OAKLAND MOTEL LLC,122 E 12th St,Oakland,CA,94606-2230,0,Exemption 4,60,100,125629.0,125629.0,0.0,Red Lion Hotels,48270.0,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240-2031,U,Y,Y,Existing or more than 2 years old,Oakland,ALAMEDA,CA,94606-2230,CA-13,15,721110.0,Asian,Not Hispanic or Latino,0.0,125629.0,0.0,0.0,0.0,0.0,0.0,Limited  Liability Company(LLC),48270.0,"JPMorgan Chase Bank, National Association",COLUMBUS,OH,Male Owned,Non-Veteran,,0.0,,94606.0,Yes,2021,721110.0,Hotels (except Casino Hotels) and Motels ,Traveler Accommodation,7211.0,OAKLAND MOTEL
846,6970507708,05/01/2020,912.0,PPP,DUMPLING EMPIRE CORPORATION,216 CYPRESS AVE,SOUTH SAN FRANCISCO,CA,94080-3704,04/16/2021,Paid in Full,24,100,125204.0,125204.0,0.0,,9551.0,"Bank of America, National Association","100 N Tryon St, Ste 170",CHARLOTTE,NC,28202-4024,U,Y,Y,New Business or 2 years or less,SOUTH SAN FRANCISCO,SAN MATEO,CA,94080-3704,CA-14,24,722511.0,Asian,Not Hispanic or Latino,0.0,125204.0,0.0,0.0,0.0,0.0,0.0,Corporation,9551.0,"Bank of America, National Association",CHARLOTTE,NC,Male Owned,Non-Veteran,,126322.26,03/24/2021,94080.0,Yes,2020,722511.0,Full-Service Restaurants ,Restaurants and Other Eating Places,7225.0,DUMPLING EMPIRE
870,8278147307,05/01/2020,912.0,PPP,"CHINATOWN RESTAURANT, INC.",744 WASHINGTON ST,SAN FRANCISCO,CA,94108-1305,04/17/2021,Paid in Full,24,100,125000.0,125000.0,0.0,,9551.0,"Bank of America, National Association","100 N Tryon St, Ste 170",CHARLOTTE,NC,28202-4024,U,Y,Y,Existing or more than 2 years old,SAN FRANCISCO,SAN FRANCISCO,CA,94108-1305,CA-12,30,453998.0,Asian,Not Hispanic or Latino,0.0,125000.0,0.0,0.0,0.0,0.0,0.0,Corporation,9551.0,"Bank of America, National Association",CHARLOTTE,NC,Male Owned,Non-Veteran,,126044.52,03/03/2021,94108.0,Yes,2020,453998.0,All Other Miscellaneous Store Retailers (except Tobacco Stores) ,Other Miscellaneous Store Retailers ,4539.0,CHINATOWN RESTAURANT
